ID,Sale Date,Product,Type,Category,Cost Price,Sales Price
10608,2023-05-20,Cookies,Sweet,Cookies,1.34,2.5
10609,2023-11-22,Chocolate Cake,Sweet,Cakes,11.02,21.75
10610,2022-10-31,Baguette,Savory,Breads,3.91,8.02
10611,2022-01-11,Rye Bread,Savory,Breads,2.46,5.29
10612,2023-03-08,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10613,2022-11-15,Shortbread Cookies,Sweet,Cookies,0.7,1.28
10614,2022-06-06,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
10615,2023-08-11,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10616,2022-01-29,Pecan Pie,Sweet,Pies,18.56,34.86
10617,2022-07-21,Pretzels,Savory,Cookies,0.72,1.11
10618,2023-04-09,Lemon Pie,Sweet,Pies,17.37,33.56
10619,2023-05-30,Apple Pie,Sweet,Pies,9.73,20.38
10620,2022-12-21,Cookies,Sweet,Cookies,1.34,2.5
10621,2022-06-26,Chocolate Cake,Sweet,Cakes,11.02,21.75
10622,2022-05-15,Pretzels,Savory,Cookies,0.72,1.11
10623,2023-12-14,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
10624,2022-03-07,Cookies,Sweet,Cookies,1.34,2.5
10625,2023-12-22,Pretzels,Savory,Cookies,0.72,1.11
10626,2023-12-02,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
10627,2023-03-15,Banana Bread,Sweet,Breads,6.14,9.48
10628,2023-10-18,Red Velvet Cake,Sweet,Cakes,30.92,45.57
10629,2022-09-02,Banana Bread,Sweet,Breads,6.14,9.48
10630,2022-09-15,Lemon Pie,Sweet,Pies,17.37,33.56
10631,2023-03-19,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10632,2022-11-10,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
10633,2023-11-20,Strawberry Pie,Sweet,Pies,25.94,38.43
10634,2022-03-31,Apple Pie,Sweet,Pies,9.73,20.38
10635,2022-05-07,Passion Fruit Pie,Sweet,Pies,11.19,19.42
10636,2023-04-10,Apple Pie,Sweet,Pies,9.73,20.38
10637,2022-11-24,Cheese Crackers,Savory,Cookies,1.29,2.8
10638,2022-12-19,Cheese Bread,Savory,Breads,2.15,3.95
10639,2023-04-06,Banana Bread,Sweet,Breads,6.14,9.48
10640,2023-08-14,Strawberry Pie,Sweet,Pies,25.94,38.43
10641,2022-03-22,Pretzels,Savory,Cookies,0.72,1.11
10642,2023-11-15,Carrot Cake,Sweet,Cakes,7.37,14.03
10643,2023-02-15,Pretzels,Savory,Cookies,0.72,1.11
10644,2023-09-24,Apple Pie,Sweet,Pies,9.73,20.38
10645,2022-10-23,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
10646,2022-12-10,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
10647,2022-12-13,Chocolate Cake,Sweet,Cakes,11.02,21.75
10648,2023-03-13,Cookies,Sweet,Cookies,1.34,2.5
10649,2022-05-28,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
10650,2022-08-03,Potato Bread,Savory,Breads,4.71,8.73
10651,2022-04-18,Chocolate Cake,Sweet,Cakes,11.02,21.75
10652,2022-10-14,Chocolate Cake,Sweet,Cakes,11.02,21.75
10653,2023-09-08,Lemon Pie,Sweet,Pies,17.37,33.56
10654,2022-10-16,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
10655,2023-06-19,Pecan Pie,Sweet,Pies,18.56,34.86
10656,2022-01-09,Cookies,Sweet,Cookies,1.34,2.5
10657,2022-03-07,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
10658,2023-09-13,Shortbread Cookies,Sweet,Cookies,0.7,1.28
10659,2023-09-01,Cookies,Sweet,Cookies,1.34,2.5
10660,2022-11-14,Cheese Bread,Savory,Breads,2.15,3.95
10661,2022-09-26,Passion Fruit Pie,Sweet,Pies,11.19,19.42
10662,2023-11-05,Red Velvet Cake,Sweet,Cakes,30.92,45.57
10663,2023-02-17,Carrot Cake,Sweet,Cakes,7.37,14.03
10664,2023-01-23,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
10665,2023-12-19,Pecan Pie,Sweet,Pies,18.56,34.86
10666,2022-06-23,Carrot Cake,Sweet,Cakes,7.37,14.03
10667,2022-01-03,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10668,2022-06-05,Passion Fruit Pie,Sweet,Pies,11.19,19.42
10669,2023-09-04,Cornbread,Savory,Breads,1.41,2.94
10670,2022-01-24,Cheese Bread,Savory,Breads,2.15,3.95
10671,2023-07-24,Cookies,Sweet,Cookies,1.34,2.5
10672,2022-08-20,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
10673,2022-05-14,Carrot Cake,Sweet,Cakes,7.37,14.03
10674,2023-07-07,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
10675,2022-11-21,Pretzels,Savory,Cookies,0.72,1.11
10676,2023-09-28,Pretzels,Savory,Cookies,0.72,1.11
10677,2023-09-27,Red Velvet Cake,Sweet,Cakes,30.92,45.57
10678,2022-08-11,Strawberry Pie,Sweet,Pies,25.94,38.43
10679,2022-09-01,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10680,2022-02-10,Strawberry Pie,Sweet,Pies,25.94,38.43
10681,2023-04-23,Baguette,Savory,Breads,3.91,8.02
10682,2023-12-15,Carrot Cake,Sweet,Cakes,7.37,14.03
10683,2023-11-26,Whole Wheat Bread,Savory,Breads,3.82,5.49
10684,2022-07-27,Cornbread,Savory,Breads,1.41,2.94
10685,2022-04-06,Chocolate Pie,Sweet,Pies,8.55,17.24
10686,2023-06-17,Whole Wheat Bread,Savory,Breads,3.82,5.49
10687,2023-03-15,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
10688,2022-11-10,Chocolate Cake,Sweet,Cakes,11.02,21.75
10689,2023-05-24,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
10690,2022-12-25,Pecan Pie,Sweet,Pies,18.56,34.86
10691,2023-03-22,Cheese Bread,Savory,Breads,2.15,3.95
10692,2023-01-07,Potato Bread,Savory,Breads,4.71,8.73
10693,2022-02-12,Cookies,Sweet,Cookies,1.34,2.5
10694,2022-06-22,Cookies,Sweet,Cookies,1.34,2.5
10695,2022-09-01,Strawberry Pie,Sweet,Pies,25.94,38.43
10696,2022-09-27,Apple Pie,Sweet,Pies,9.73,20.38
10697,2023-09-26,Cheese Puffs,Savory,Cookies,2.49,4.71
10698,2022-12-29,Apple Pie,Sweet,Pies,9.73,20.38
10699,2023-03-29,Potato Bread,Savory,Breads,4.71,8.73
10700,2022-10-06,Carrot Cake,Sweet,Cakes,7.37,14.03
10701,2022-08-05,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
10702,2023-09-29,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
10703,2022-09-25,Pretzels,Savory,Cookies,0.72,1.11
10704,2023-09-06,Banana Bread,Sweet,Breads,6.14,9.48
10705,2023-12-19,Cookies,Sweet,Cookies,1.34,2.5
10706,2022-08-17,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
10707,2022-07-03,Banana Bread,Sweet,Breads,6.14,9.48
10708,2023-09-29,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
10709,2022-02-16,Strawberry Pie,Sweet,Pies,25.94,38.43
10710,2022-11-24,Carrot Cake,Sweet,Cakes,7.37,14.03
10711,2023-07-11,Apple Pie,Sweet,Pies,9.73,20.38
10712,2023-05-04,Red Velvet Cake,Sweet,Cakes,30.92,45.57
10713,2022-12-29,Baguette,Savory,Breads,3.91,8.02
10714,2022-08-06,Rye Bread,Savory,Breads,2.46,5.29
10715,2023-11-16,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
10716,2022-12-03,Cheese Bread,Savory,Breads,2.15,3.95
10717,2022-09-13,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
10718,2023-08-25,Pretzels,Savory,Cookies,0.72,1.11
10719,2023-03-27,Pecan Pie,Sweet,Pies,18.56,34.86
10720,2022-12-01,Cornbread,Savory,Breads,1.41,2.94
10721,2023-02-28,Cheese Bread,Savory,Breads,2.15,3.95
10722,2023-06-30,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10723,2022-07-23,Shortbread Cookies,Sweet,Cookies,0.7,1.28
10724,2022-02-24,Strawberry Pie,Sweet,Pies,25.94,38.43
10725,2023-08-02,Red Velvet Cake,Sweet,Cakes,30.92,45.57
10726,2023-02-08,Strawberry Pie,Sweet,Pies,25.94,38.43
10727,2023-03-28,Chocolate Cake,Sweet,Cakes,11.02,21.75
10728,2022-05-21,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10729,2023-08-12,Cheese Bread,Savory,Breads,2.15,3.95
10730,2022-07-14,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10731,2023-01-07,Cornbread,Savory,Breads,1.41,2.94
10732,2022-03-03,Cheese Crackers,Savory,Cookies,1.29,2.8
10733,2022-04-07,Cheese Puffs,Savory,Cookies,2.49,4.71
10734,2022-05-19,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
10735,2022-09-16,Apple Pie,Sweet,Pies,9.73,20.38
10736,2022-11-15,Banana Bread,Sweet,Breads,6.14,9.48
10737,2023-11-08,Apple Pie,Sweet,Pies,9.73,20.38
10738,2022-06-01,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10739,2023-04-02,Cornbread,Savory,Breads,1.41,2.94
10740,2022-12-28,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
10741,2022-01-11,Whole Wheat Bread,Savory,Breads,3.82,5.49
10742,2023-10-31,Cheese Bread,Savory,Breads,2.15,3.95
10743,2023-12-18,Passion Fruit Pie,Sweet,Pies,11.19,19.42
10744,2023-07-26,Cheese Bread,Savory,Breads,2.15,3.95
10745,2023-09-09,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
10746,2022-11-20,Pretzels,Savory,Cookies,0.72,1.11
10747,2022-07-12,Garlic Bread,Savory,Breads,5.31,9.22
10748,2023-09-28,Cheese Puffs,Savory,Cookies,2.49,4.71
10749,2022-08-04,Potato Bread,Savory,Breads,4.71,8.73
10750,2023-02-26,Pretzels,Savory,Cookies,0.72,1.11
10751,2023-04-17,Cookies,Sweet,Cookies,1.34,2.5
10752,2022-12-17,Red Velvet Cake,Sweet,Cakes,30.92,45.57
10753,2022-12-24,Garlic Bread,Savory,Breads,5.31,9.22
10754,2022-05-31,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10755,2022-04-30,Garlic Bread,Savory,Breads,5.31,9.22
10756,2022-12-20,Banana Bread,Sweet,Breads,6.14,9.48
10757,2022-02-05,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
10758,2023-03-15,Apple Pie,Sweet,Pies,9.73,20.38
10759,2022-04-23,Cheese Bread,Savory,Breads,2.15,3.95
10760,2022-08-11,Chocolate Pie,Sweet,Pies,8.55,17.24
10761,2022-04-11,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
10762,2022-05-10,Cookies,Sweet,Cookies,1.34,2.5
10763,2022-09-09,Carrot Cake,Sweet,Cakes,7.37,14.03
10764,2023-11-04,Baguette,Savory,Breads,3.91,8.02
10765,2023-06-07,Strawberry Pie,Sweet,Pies,25.94,38.43
10766,2022-03-03,Cheese Puffs,Savory,Cookies,2.49,4.71
10767,2022-01-03,Cornbread,Savory,Breads,1.41,2.94
10768,2023-02-12,Whole Wheat Bread,Savory,Breads,3.82,5.49
10769,2023-02-13,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10770,2023-10-10,Cheese Crackers,Savory,Cookies,1.29,2.8
10771,2022-05-24,Baguette,Savory,Breads,3.91,8.02
10772,2023-04-22,Apple Pie,Sweet,Pies,9.73,20.38
10773,2022-11-25,Red Velvet Cake,Sweet,Cakes,30.92,45.57
10774,2022-04-24,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
10775,2022-06-25,Strawberry Pie,Sweet,Pies,25.94,38.43
10776,2023-02-27,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
10777,2023-11-14,Whole Wheat Bread,Savory,Breads,3.82,5.49
10778,2023-10-18,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10779,2022-08-22,Chocolate Pie,Sweet,Pies,8.55,17.24
10780,2023-06-30,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
10781,2022-04-20,Banana Bread,Sweet,Breads,6.14,9.48
10782,2022-08-08,Shortbread Cookies,Sweet,Cookies,0.7,1.28
10783,2023-01-18,Strawberry Pie,Sweet,Pies,25.94,38.43
10784,2023-02-18,Pretzels,Savory,Cookies,0.72,1.11
10785,2022-04-18,Apple Pie,Sweet,Pies,9.73,20.38
10786,2023-01-26,Cookies,Sweet,Cookies,1.34,2.5
10787,2022-06-18,Rye Bread,Savory,Breads,2.46,5.29
10788,2022-12-29,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
10789,2023-04-26,Chocolate Cake,Sweet,Cakes,11.02,21.75
10790,2022-05-07,Apple Pie,Sweet,Pies,9.73,20.38
10791,2022-10-16,Whole Wheat Bread,Savory,Breads,3.82,5.49
10792,2022-05-31,Apple Pie,Sweet,Pies,9.73,20.38
10793,2023-08-17,Carrot Cake,Sweet,Cakes,7.37,14.03
10794,2023-12-30,Shortbread Cookies,Sweet,Cookies,0.7,1.28
10795,2023-07-10,Potato Bread,Savory,Breads,4.71,8.73
10796,2022-12-16,Baguette,Savory,Breads,3.91,8.02
10797,2023-07-04,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
10798,2023-06-04,Potato Bread,Savory,Breads,4.71,8.73
10799,2023-06-05,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
10800,2022-02-21,Potato Bread,Savory,Breads,4.71,8.73
10801,2023-01-18,Cornbread,Savory,Breads,1.41,2.94
10802,2022-11-09,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10803,2022-05-08,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
10804,2022-09-01,Cornbread,Savory,Breads,1.41,2.94
10805,2023-10-02,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
10806,2022-07-06,Chocolate Cake,Sweet,Cakes,11.02,21.75
10807,2022-11-30,Chocolate Pie,Sweet,Pies,8.55,17.24
10808,2022-02-05,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10809,2022-06-12,Banana Bread,Sweet,Breads,6.14,9.48
10810,2023-06-02,Shortbread Cookies,Sweet,Cookies,0.7,1.28
10811,2023-02-23,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
10812,2023-01-09,Strawberry Pie,Sweet,Pies,25.94,38.43
10813,2022-07-31,Rye Bread,Savory,Breads,2.46,5.29
10814,2022-09-01,Pecan Pie,Sweet,Pies,18.56,34.86
10815,2023-03-16,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
10816,2022-08-27,Pretzels,Savory,Cookies,0.72,1.11
10817,2022-01-31,Apple Pie,Sweet,Pies,9.73,20.38
10818,2022-12-05,Rye Bread,Savory,Breads,2.46,5.29
10819,2022-07-10,Carrot Cake,Sweet,Cakes,7.37,14.03
10820,2023-09-11,Pretzels,Savory,Cookies,0.72,1.11
10821,2023-12-22,Whole Wheat Bread,Savory,Breads,3.82,5.49
10822,2023-09-17,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
10823,2022-11-15,Cheese Crackers,Savory,Cookies,1.29,2.8
10824,2022-10-14,Apple Pie,Sweet,Pies,9.73,20.38
10825,2023-03-20,Garlic Bread,Savory,Breads,5.31,9.22
10826,2023-09-28,Passion Fruit Pie,Sweet,Pies,11.19,19.42
10827,2022-08-03,Potato Bread,Savory,Breads,4.71,8.73
10828,2022-01-21,Rye Bread,Savory,Breads,2.46,5.29
10829,2023-11-01,Cornbread,Savory,Breads,1.41,2.94
10830,2022-05-15,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
10831,2022-04-25,Garlic Bread,Savory,Breads,5.31,9.22
10832,2023-07-27,Chocolate Cake,Sweet,Cakes,11.02,21.75
10833,2022-03-21,Cornbread,Savory,Breads,1.41,2.94
10834,2023-07-17,Cheese Crackers,Savory,Cookies,1.29,2.8
10835,2023-08-01,Carrot Cake,Sweet,Cakes,7.37,14.03
10836,2023-03-16,Carrot Cake,Sweet,Cakes,7.37,14.03
10837,2023-10-06,Cornbread,Savory,Breads,1.41,2.94
10838,2023-08-20,Chocolate Cake,Sweet,Cakes,11.02,21.75
10839,2022-07-21,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
10840,2022-12-10,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
10841,2023-05-25,Cookies,Sweet,Cookies,1.34,2.5
10842,2023-01-27,Shortbread Cookies,Sweet,Cookies,0.7,1.28
10843,2023-12-04,Pecan Pie,Sweet,Pies,18.56,34.86
10844,2023-09-08,Pecan Pie,Sweet,Pies,18.56,34.86
10845,2022-09-07,Banana Bread,Sweet,Breads,6.14,9.48
10846,2022-06-27,Strawberry Pie,Sweet,Pies,25.94,38.43
10847,2023-10-15,Baguette,Savory,Breads,3.91,8.02
10848,2023-04-27,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
10849,2022-11-11,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
10850,2022-11-22,Carrot Cake,Sweet,Cakes,7.37,14.03
10851,2023-04-16,Baguette,Savory,Breads,3.91,8.02
10852,2022-01-13,Baguette,Savory,Breads,3.91,8.02
10853,2023-07-07,Carrot Cake,Sweet,Cakes,7.37,14.03
10854,2022-10-08,Carrot Cake,Sweet,Cakes,7.37,14.03
10855,2023-03-01,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
10856,2022-09-29,Cheese Puffs,Savory,Cookies,2.49,4.71
10857,2023-09-22,Lemon Pie,Sweet,Pies,17.37,33.56
10858,2022-08-25,Pretzels,Savory,Cookies,0.72,1.11
10859,2022-07-06,Garlic Bread,Savory,Breads,5.31,9.22
10860,2022-04-15,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
10861,2023-11-14,Strawberry Pie,Sweet,Pies,25.94,38.43
10862,2022-07-26,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
10863,2023-01-15,Whole Wheat Bread,Savory,Breads,3.82,5.49
10864,2022-03-23,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
10865,2023-03-25,Passion Fruit Pie,Sweet,Pies,11.19,19.42
10866,2022-08-19,Banana Bread,Sweet,Breads,6.14,9.48
10867,2023-06-06,Apple Pie,Sweet,Pies,9.73,20.38
10868,2022-12-03,Banana Bread,Sweet,Breads,6.14,9.48
10869,2023-01-30,Apple Pie,Sweet,Pies,9.73,20.38
10870,2023-07-25,Carrot Cake,Sweet,Cakes,7.37,14.03
10871,2022-05-20,Cheese Puffs,Savory,Cookies,2.49,4.71
10872,2023-08-29,Banana Bread,Sweet,Breads,6.14,9.48
10873,2023-05-01,Baguette,Savory,Breads,3.91,8.02
10874,2023-09-13,Apple Pie,Sweet,Pies,9.73,20.38
10875,2022-07-23,Chocolate Cake,Sweet,Cakes,11.02,21.75
10876,2022-06-22,Chocolate Cake,Sweet,Cakes,11.02,21.75
10877,2022-05-05,Cookies,Sweet,Cookies,1.34,2.5
10878,2023-03-27,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
10879,2022-07-26,Banana Bread,Sweet,Breads,6.14,9.48
10880,2022-07-12,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
10881,2023-03-23,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
10882,2022-12-29,Banana Bread,Sweet,Breads,6.14,9.48
10883,2023-09-30,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
10884,2023-10-28,Pretzels,Savory,Cookies,0.72,1.11
10885,2022-06-13,Cheese Bread,Savory,Breads,2.15,3.95
10886,2022-04-23,Cornbread,Savory,Breads,1.41,2.94
10887,2023-06-04,Chocolate Cake,Sweet,Cakes,11.02,21.75
10888,2022-01-18,Cheese Bread,Savory,Breads,2.15,3.95
10889,2023-07-14,Cheese Bread,Savory,Breads,2.15,3.95
10890,2023-06-17,Red Velvet Cake,Sweet,Cakes,30.92,45.57
10891,2022-03-03,Banana Bread,Sweet,Breads,6.14,9.48
10892,2023-10-26,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10893,2023-10-02,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
10894,2022-10-03,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
10895,2023-03-11,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
10896,2022-05-27,Pecan Pie,Sweet,Pies,18.56,34.86
10897,2023-05-28,Cheese Puffs,Savory,Cookies,2.49,4.71
10898,2022-09-08,Cookies,Sweet,Cookies,1.34,2.5
10899,2022-10-19,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
10900,2023-11-30,Cookies,Sweet,Cookies,1.34,2.5
10901,2022-03-11,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
10902,2023-01-31,Cornbread,Savory,Breads,1.41,2.94
10903,2023-12-22,Carrot Cake,Sweet,Cakes,7.37,14.03
10904,2023-06-25,Cookies,Sweet,Cookies,1.34,2.5
10905,2022-07-18,Rye Bread,Savory,Breads,2.46,5.29
10906,2023-10-14,Pretzels,Savory,Cookies,0.72,1.11
10907,2022-10-05,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
10908,2023-12-20,Strawberry Pie,Sweet,Pies,25.94,38.43
10909,2023-03-24,Whole Wheat Bread,Savory,Breads,3.82,5.49
10910,2022-03-20,Pretzels,Savory,Cookies,0.72,1.11
10911,2023-06-24,Pecan Pie,Sweet,Pies,18.56,34.86
10912,2022-08-24,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10913,2022-11-27,Cookies,Sweet,Cookies,1.34,2.5
10914,2023-04-14,Cheese Bread,Savory,Breads,2.15,3.95
10915,2022-01-09,Pecan Pie,Sweet,Pies,18.56,34.86
10916,2023-11-07,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
10917,2023-05-21,Potato Bread,Savory,Breads,4.71,8.73
10918,2023-12-30,Baguette,Savory,Breads,3.91,8.02
10919,2023-02-22,Pretzels,Savory,Cookies,0.72,1.11
10920,2023-08-19,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10921,2022-02-25,Chocolate Cake,Sweet,Cakes,11.02,21.75
10922,2023-02-27,Red Velvet Cake,Sweet,Cakes,30.92,45.57
10923,2023-11-09,Cornbread,Savory,Breads,1.41,2.94
10924,2022-12-03,Cookies,Sweet,Cookies,1.34,2.5
10925,2023-12-01,Chocolate Pie,Sweet,Pies,8.55,17.24
10926,2023-06-08,Shortbread Cookies,Sweet,Cookies,0.7,1.28
10927,2023-12-02,Red Velvet Cake,Sweet,Cakes,30.92,45.57
10928,2022-05-19,Baguette,Savory,Breads,3.91,8.02
10929,2022-03-21,Apple Pie,Sweet,Pies,9.73,20.38
10930,2023-02-02,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10931,2023-01-12,Whole Wheat Bread,Savory,Breads,3.82,5.49
10932,2022-06-30,Baguette,Savory,Breads,3.91,8.02
10933,2022-10-29,Strawberry Pie,Sweet,Pies,25.94,38.43
10934,2022-08-02,Red Velvet Cake,Sweet,Cakes,30.92,45.57
10935,2022-09-08,Chocolate Cake,Sweet,Cakes,11.02,21.75
10936,2023-08-18,Banana Bread,Sweet,Breads,6.14,9.48
10937,2023-01-04,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
10938,2023-06-18,Potato Bread,Savory,Breads,4.71,8.73
10939,2022-10-14,Banana Bread,Sweet,Breads,6.14,9.48
10940,2022-03-16,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
10941,2022-01-21,Cheese Bread,Savory,Breads,2.15,3.95
10942,2022-05-12,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
10943,2023-08-14,Carrot Cake,Sweet,Cakes,7.37,14.03
10944,2022-07-17,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
10945,2022-12-27,Pretzels,Savory,Cookies,0.72,1.11
10946,2023-02-24,Carrot Cake,Sweet,Cakes,7.37,14.03
10947,2022-08-31,Cheese Bread,Savory,Breads,2.15,3.95
10948,2023-01-05,Chocolate Cake,Sweet,Cakes,11.02,21.75
10949,2022-03-17,Chocolate Pie,Sweet,Pies,8.55,17.24
10950,2022-10-06,Chocolate Cake,Sweet,Cakes,11.02,21.75
10951,2022-12-26,Cookies,Sweet,Cookies,1.34,2.5
10952,2023-08-23,Cheese Puffs,Savory,Cookies,2.49,4.71
10953,2022-04-30,Cheese Bread,Savory,Breads,2.15,3.95
10954,2023-03-08,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
10955,2023-05-17,Carrot Cake,Sweet,Cakes,7.37,14.03
10956,2023-04-13,Pretzels,Savory,Cookies,0.72,1.11
10957,2023-09-25,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10958,2023-05-05,Apple Pie,Sweet,Pies,9.73,20.38
10959,2022-10-19,Cheese Puffs,Savory,Cookies,2.49,4.71
10960,2022-09-11,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10961,2023-10-06,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
10962,2023-06-21,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
10963,2023-07-20,Red Velvet Cake,Sweet,Cakes,30.92,45.57
10964,2023-03-24,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
10965,2022-08-30,Chocolate Pie,Sweet,Pies,8.55,17.24
10966,2022-11-05,Pretzels,Savory,Cookies,0.72,1.11
10967,2023-02-15,Chocolate Pie,Sweet,Pies,8.55,17.24
10968,2022-01-14,Red Velvet Cake,Sweet,Cakes,30.92,45.57
10969,2023-08-26,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10970,2022-08-31,Shortbread Cookies,Sweet,Cookies,0.7,1.28
10971,2022-05-01,Whole Wheat Bread,Savory,Breads,3.82,5.49
10972,2022-09-25,Baguette,Savory,Breads,3.91,8.02
10973,2023-06-05,Carrot Cake,Sweet,Cakes,7.37,14.03
10974,2022-09-18,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
10975,2022-11-30,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
10976,2022-12-30,Red Velvet Cake,Sweet,Cakes,30.92,45.57
10977,2022-12-20,Strawberry Pie,Sweet,Pies,25.94,38.43
10978,2023-05-20,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
10979,2023-06-13,Shortbread Cookies,Sweet,Cookies,0.7,1.28
10980,2022-01-26,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
10981,2023-07-29,Shortbread Cookies,Sweet,Cookies,0.7,1.28
10982,2023-08-03,Banana Bread,Sweet,Breads,6.14,9.48
10983,2022-11-03,Carrot Cake,Sweet,Cakes,7.37,14.03
10984,2023-02-23,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
10985,2023-02-07,Cornbread,Savory,Breads,1.41,2.94
10986,2023-07-23,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
10987,2022-05-01,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
10988,2022-05-05,Baguette,Savory,Breads,3.91,8.02
10989,2023-07-13,Potato Bread,Savory,Breads,4.71,8.73
10990,2023-04-26,Passion Fruit Pie,Sweet,Pies,11.19,19.42
